hash,short,date,author,subject,action,batch,value,risk,port,fork-overlap-files,notes
3d34658d0faee3f1a1dce6ed77f745804851c4c0,3d34658d0f,2026-07-24,Rajarshee Chatterjee,feat: add material 3 top tab indicators,PORT,C,MEDIUM,YELLOW,MANUAL,"src/screens/browse/BrowseScreen.tsx,src/screens/library/components/LibraryBottomSheet/LibraryBottomSheet.tsx,src/screens/library/LibraryScreen.tsx,src/screens/novel/components/NovelBottomSheet.tsx,src/screens/reader/components/ReaderBottomSheet/ReaderBottomSheet.tsx,src/screens/settings/SettingsReaderScreen/components/TabBar.tsx,src/screens/settings/SettingsReaderScreen/SettingsReaderScreen.tsx",M3 top tab indicators (new TopTabBar).
d44ce7412ac512b392d35e33d6dc9d98587a2350,d44ce7412a,2026-07-24,amir-rezaei,"docs: fix trailing period, organization expansion, and comma in `contributing.md` (#1893)",SKIP,SKIP-DOCS,-,-,-,,Documentation only.
17c891e1334409fa29d4a365b9ba46014b81b591,17c891e133,2026-07-24,Rajarshee Chatterjee,refactor: standardize bottom sheet ux and styling,PORT,C,MEDIUM,YELLOW,MANUAL,"src/components/BottomSheet/BottomSheet.tsx,src/hooks/persisted/useTheme.ts,src/screens/BrowseSourceScreen/components/FilterBottomSheet.tsx,src/screens/library/components/LibraryBottomSheet/LibraryBottomSheet.tsx,src/screens/library/LibraryScreen.tsx,src/screens/novel/components/NovelBottomSheet.tsx,src/screens/novel/components/PageNavigationBottomSheet.tsx,src/screens/novel/components/Tracker/TrackSheet.tsx,src/screens/reader/components/ReaderBottomSheet/ReaderBottomSheet.tsx,src/screens/settings/SettingsReaderScreen/SettingsReaderScreen.tsx",Standardize bottom sheet UX/styling (surfaceContainerLow in useTheme).
9805da63cf23d58f0561b9335e0a07c1789e9a82,9805da63cf,2026-07-24,Rajarshee Chatterjee,refactor: optimize novel screen performance and architecture,PORT,D-optional,HIGH,RED,MANUAL-rewrite,"src/screens/novel/components/EditInfoModal.tsx,src/screens/novel/components/ExportEpubModal.tsx,src/screens/novel/components/ExportNovelAsEpubButton.tsx,src/screens/novel/components/Info/NovelInfoComponents.tsx,src/screens/novel/components/Info/NovelInfoHeader.tsx,src/screens/novel/components/JumpToChapterModal.tsx,src/screens/novel/components/NovelAppbar.tsx,src/screens/novel/components/NovelBottomSheet.tsx,src/screens/novel/components/NovelScreenButtonGroup/NovelScreenButtonGroup.tsx,src/screens/novel/components/NovelScreenList.tsx,src/screens/novel/components/SetCategoriesModal.tsx,src/screens/novel/components/Tracker/ScoreSelectors.tsx,src/screens/novel/components/Tracker/TrackSheet.tsx,src/screens/novel/NovelScreen.tsx,src/services/migrate/migrateNovel.ts","Novel screen perf/architecture (zustand store upstream) - re-implement perf goals (skeletons, memo, lazy modals) on fork useNovel stack."
afc20277e0f8a8d4b49d1ebd1c7689c599ba2e06,afc20277e0,2026-07-24,Rajarshee Chatterjee,fix: restore android build types for ci,SKIP,SKIP-CI,-,-,-,".gitignore,package.json",rock-CLI CI/build infra.
14061d207b77d8930c4d15af135189ccb4f4bd9e,14061d207b,2026-07-24,amir-rezaei,"docs: fix title case headings, github capitalization, and e.g. formatting in `contributing.md` (#1892)",SKIP,SKIP-DOCS,-,-,-,,Documentation only.
916374b5df3cfa3b09d464109340ad81bdbef457,916374b5df,2026-07-24,Rajarshee Chatterjee,refactor: reorganize repository structure,SKIP,SKIP-INFRA,-,-,-,"babel.config.js,package.json,scripts/generate-string-types.cjs,src/components/ColorPickerModal/ColorPickerModal.tsx,src/components/ConfirmationDialog/ConfirmationDialog.tsx,src/components/NewUpdateDialog.tsx,src/components/NovelCover.tsx,src/components/SearchbarV2/SearchbarV2.tsx,src/database/queries/CategoryQueries.ts,src/database/queries/ChapterQueries.ts,src/database/queries/NovelQueries.ts,src/navigators/BottomNavigator.tsx,src/screens/browse/BrowseScreen.tsx,src/screens/browse/discover/DiscoverCard.tsx,src/screens/browse/migration/Migration.tsx,src/screens/browse/migration/MigrationNovelList.tsx,src/screens/browse/settings/modals/ConcurrentSearchesModal.tsx,src/screens/browse/SourceNovels.tsx,src/screens/BrowseSourceScreen/components/FilterBottomSheet.tsx,src/screens/Categories/CategoriesScreen.tsx,src/screens/Categories/components/AddCategoryModal.tsx,src/screens/Categories/components/DeleteCategoryModal.tsx,src/screens/GlobalSearchScreen/components/GlobalSearchResultsList.tsx,src/screens/GlobalSearchScreen/GlobalSearchScreen.tsx,src/screens/history/components/ClearHistoryDialog.tsx,src/screens/history/components/HistoryCard/HistoryCard.tsx,src/screens/history/HistoryScreen.tsx,src/screens/library/components/LibraryBottomSheet/LibraryBottomSheet.tsx,src/screens/library/LibraryScreen.tsx,src/screens/more/About.tsx,src/screens/more/components/RemoveDownloadsDialog.tsx,src/screens/more/DownloadsScreen.tsx,src/screens/more/MoreScreen.tsx,src/screens/more/TaskQueueScreen.tsx,src/screens/novel/components/Chapter/ChapterDownloadButtons.tsx,src/screens/novel/components/ChapterItem.tsx,src/screens/novel/components/DownloadCustomChapterModal.tsx,src/screens/novel/components/EditInfoModal.tsx,src/screens/novel/components/ExportEpubModal.tsx,src/screens/novel/components/ExportNovelAsEpubButton.tsx,src/screens/novel/components/Info/NovelInfoComponents.tsx,src/screens/novel/components/Info/NovelInfoHeader.tsx,src/screens/novel/components/JumpToChapterModal.tsx,src/screens/novel/components/NovelAppbar.tsx,src/screens/novel/components/NovelBottomSheet.tsx,src/screens/novel/components/NovelScreenButtonGroup/NovelScreenButtonGroup.tsx,src/screens/novel/components/NovelScreenList.tsx,src/screens/novel/components/NovelSummary/NovelSummary.tsx,src/screens/novel/components/SetCategoriesModal.tsx,src/screens/novel/components/Tracker/TrackSearchDialog.tsx,src/screens/novel/NovelScreen.tsx,src/screens/onboarding/OnboardingScreen.tsx,src/screens/onboarding/ThemeSelectionStep.tsx,src/screens/reader/components/ChapterDrawer/index.tsx,src/screens/reader/components/ReaderBottomSheet/ReaderBottomSheet.tsx,src/screens/reader/components/ReaderBottomSheet/ReaderFontPicker.tsx,src/screens/reader/components/ReaderBottomSheet/ReaderTextAlignSelector.tsx,src/screens/reader/components/ReaderBottomSheet/ReaderThemeSelector.tsx,src/screens/reader/components/ReaderBottomSheet/TextSizeSlider.tsx,src/screens/reader/components/ReaderBottomSheet/TTSTab.tsx,src/screens/reader/components/WebViewReader.tsx,src/screens/reader/hooks/useChapter.ts,src/screens/reader/ReaderScreen.tsx,src/screens/reader/utils/sanitizeChapterText.ts,src/screens/settings/components/ConnectionModal.tsx,src/screens/settings/SettingsAdvancedScreen.tsx,src/screens/settings/SettingsAppearanceScreen/LanguagePickerModal.tsx,src/screens/settings/SettingsAppearanceScreen/SettingsAppearanceScreen.tsx,src/screens/settings/SettingsBackupScreen/Components/GoogleDriveModal.tsx,src/screens/settings/SettingsBackupScreen/Components/SelfHostModal.tsx,src/screens/settings/SettingsBackupScreen/index.tsx,src/screens/settings/SettingsGeneralScreen/modals/DisplayModeModal.tsx,src/screens/settings/SettingsGeneralScreen/modals/GridSizeModal.tsx,src/screens/settings/SettingsGeneralScreen/modals/NovelBadgesModal.tsx,src/screens/settings/SettingsGeneralScreen/modals/NovelSortModal.tsx,src/screens/settings/SettingsGeneralScreen/SettingsGeneralScreen.tsx,src/screens/settings/SettingsLibraryScreen/DefaultCategoryDialog.tsx,src/screens/settings/SettingsReaderScreen/Modals/FontPickerModal.tsx,src/screens/settings/SettingsReaderScreen/Modals/VoicePickerModal.tsx,src/screens/settings/SettingsReaderScreen/ReaderTextSize.tsx,src/screens/settings/SettingsReaderScreen/SettingsReaderScreen.tsx,src/screens/settings/SettingsReaderScreen/tabs/AccessibilityTab.tsx,src/screens/settings/SettingsReaderScreen/tabs/AdvancedTab.tsx,src/screens/settings/SettingsReaderScreen/tabs/DisplayTab.tsx,src/screens/settings/SettingsReaderScreen/tabs/NavigationTab.tsx,src/screens/settings/SettingsReaderScreen/tabs/ThemeTab.tsx,src/screens/settings/SettingsRepositoryScreen/components/AddRepositoryModal.tsx,src/screens/settings/SettingsRepositoryScreen/components/DeleteRepositoryModal.tsx,src/screens/settings/SettingsRepositoryScreen/components/RepositoryCard.tsx,src/screens/settings/SettingsRepositoryScreen/SettingsRepositoryScreen.tsx,src/screens/settings/SettingsScreen.tsx,src/screens/settings/SettingsTrackerScreen.tsx,src/screens/StatsScreen/StatsScreen.tsx,src/screens/updates/UpdatesScreen.tsx,src/screens/WebviewScreen/components/Menu.tsx,src/services/backup/local/index.ts,src/services/backup/utils.ts,tsconfig.json","Pure repo shuffle (strings/ -> src/i18n/); zero value, huge conflicts."
0a2a6c96ca453fd68ce42d4723c0f42c0a730519,0a2a6c96ca,2026-07-24,Rajarshee Chatterjee,feat: add variant-specific android splash screens,SKIP,SKIP-CI,-,-,-,,Flavor-specific assets; fork has no variants.
65e86100304ae27ba8049937558b4e25b49252f6,65e8610030,2026-07-24,Rajarshee Chatterjee,refactor: replace bottom navigation shift with fade,PORT,A1,LOW,GREEN,DIRECT,src/navigators/BottomNavigator.tsx,Bottom nav shift->fade animation (1 line).
1322065290f63141633c30cd3013b7ba81c12fae,1322065290,2026-07-24,Rajarshee Chatterjee,feat: add variant-specific android app icons,SKIP,SKIP-CI,-,-,-,,Flavor-specific assets.
22a1efd1e5c548a27b3ab3b8c54909a5092c1e37,22a1efd1e5,2026-07-24,Rajarshee Chatterjee,perf: optimize react native skeleton loading components,SKIP,SKIP-DEP,-,-,-,"src/components/Skeleton/Skeleton.tsx,src/screens/browse/loadingAnimation/MalLoading.tsx,src/screens/browse/loadingAnimation/TrackerLoading.tsx,src/screens/history/components/HistorySkeletonLoading.tsx,src/screens/novel/components/Info/NovelInfoHeader.tsx,src/screens/novel/components/LoadingAnimation/NovelScreenLoading.tsx,src/screens/updates/components/UpdatesSkeletonLoading.tsx",Reanimated shimmer rewrite; fork has own optimized Skeleton.
269606ebb8e352f72fbab401bd5d93ed15c1a7a2,269606ebb8,2026-07-24,Rajarshee Chatterjee,fix: resolve nitro epub import alias,SKIP,SKIP-NITRO,-,-,-,tsconfig.json,Nitro module infra; fork uses custom Kotlin/JS. NOT-FEASIBLE.
4cb1890b62eb57cc75ca0628a11be312c930ddc4,4cb1890b62,2026-07-24,Rajarshee Chatterjee,feat: add nitro epub exporter,SKIP,ALREADY-HAVE,-,-,-,".gitignore,package.json,pnpm-lock.yaml,pnpm-workspace.yaml,src/screens/novel/components/ExportEpubModal.tsx,src/screens/novel/components/ExportNovelAsEpubButton.tsx,strings/languages/en/strings.json,strings/types/index.ts",Fork exports EPUB via @cd-z/react-native-epub-creator (JS).
a421177f0cb5b74e30b869c6595ed12c9263586a,a421177f0c,2026-07-24,Rajarshee Chatterjee,fix: improve category badge layout and drag reordering,PORT,A2,MEDIUM,YELLOW,MANUAL,"src/components/IconButtonV2/IconButtonV2.tsx,src/screens/Categories/CategoriesScreen.tsx,src/screens/Categories/components/CategoryCard.tsx",Category drag-reorder keyExtractor fix (fork CategoriesScreen.tsx:94 identical bug).
a16ec876311692a6cb3da9348d09e7cf287c9fb6,a16ec87631,2026-07-24,Rajarshee Chatterjee,"perf: optimize novel covers, lists, and chapter groups",PORT,D-optional,HIGH,RED,MANUAL-rewrite,"package.json,pnpm-lock.yaml,src/components/ErrorScreenV2/ErrorScreenV2.tsx,src/components/ListView.tsx,src/components/NovelCover.tsx,src/components/NovelList.tsx,src/database/queries/ChapterQueries.ts,src/database/types/index.ts,src/plugins/types/index.ts,src/screens/browse/discover/DiscoverNovelCard/index.tsx,src/screens/browse/globalsearch/GlobalSearchNovelCover.tsx,src/screens/GlobalSearchScreen/components/GlobalSearchResultsList.tsx,src/screens/history/components/HistoryCard/HistoryCard.tsx,src/screens/more/DownloadsScreen.tsx,src/screens/novel/components/ChapterItem.tsx,src/screens/novel/components/Info/NovelInfoComponents.tsx,src/screens/novel/components/Tracker/TrackSearchDialog.tsx,src/screens/StatsScreen/StatsScreen.tsx,src/screens/updates/components/UpdateNovelCard.tsx,src/screens/updates/UpdatesScreen.tsx","Novel covers/lists/chapter-group perf (expo-image, virtualized lists)."
dfd620aa292fadd3b8798013701ae1bef954fe57,dfd620aa29,2026-07-23,Rajarshee Chatterjee,feat: standardize dialogs with material 3 patterns,SKIP,SKIP-OTHER,-,-,-,"src/components/ColorPickerModal/ColorPickerModal.tsx,src/components/ConfirmationDialog/ConfirmationDialog.tsx,src/components/DialogTitle/DialogTitle.tsx,src/components/NewUpdateDialog.tsx,src/hooks/persisted/useTheme.ts,src/screens/browse/migration/MigrationNovelList.tsx,src/screens/browse/settings/modals/ConcurrentSearchesModal.tsx,src/screens/Categories/components/AddCategoryModal.tsx,src/screens/Categories/components/DeleteCategoryModal.tsx,src/screens/history/components/ClearHistoryDialog.tsx,src/screens/history/HistoryScreen.tsx,src/screens/more/components/RemoveDownloadsDialog.tsx,src/screens/more/DownloadsScreen.tsx,src/screens/novel/components/DownloadCustomChapterModal.tsx,src/screens/novel/components/EditInfoModal.tsx,src/screens/novel/components/ExportEpubModal.tsx,src/screens/novel/components/JumpToChapterModal.tsx,src/screens/novel/components/SetCategoriesModal.tsx,src/screens/novel/components/Tracker/TrackSearchDialog.tsx,src/screens/reader/components/ReaderBottomSheet/TTSTab.tsx,src/screens/settings/components/ConnectionModal.tsx,src/screens/settings/SettingsAdvancedScreen.tsx,src/screens/settings/SettingsAppearanceScreen/LanguagePickerModal.tsx,src/screens/settings/SettingsBackupScreen/Components/GoogleDriveModal.tsx,src/screens/settings/SettingsBackupScreen/Components/SelfHostModal.tsx,src/screens/settings/SettingsGeneralScreen/modals/DisplayModeModal.tsx,src/screens/settings/SettingsGeneralScreen/modals/GridSizeModal.tsx,src/screens/settings/SettingsGeneralScreen/modals/NovelBadgesModal.tsx,src/screens/settings/SettingsGeneralScreen/modals/NovelSortModal.tsx,src/screens/settings/SettingsLibraryScreen/DefaultCategoryDialog.tsx,src/screens/settings/SettingsReaderScreen/Modals/FontPickerModal.tsx,src/screens/settings/SettingsReaderScreen/Modals/VoicePickerModal.tsx,src/screens/settings/SettingsReaderScreen/tabs/AdvancedTab.tsx,src/screens/settings/SettingsRepositoryScreen/components/AddRepositoryModal.tsx,src/screens/settings/SettingsRepositoryScreen/components/DeleteRepositoryModal.tsx,src/screens/settings/SettingsTrackerScreen.tsx",No clear user value / overlaps fork-critical files or infra. See subagent report.
a5a6e8326f72d00271fd01cf8d6374cc35310147,a5a6e8326f,2026-07-23,Rajarshee Chatterjee,chore: update `@legendapp/list` to 3.3.3,SKIP,SKIP-DEP,-,-,-,"package.json,pnpm-lock.yaml,src/screens/library/components/LibraryBottomSheet/LibraryBottomSheet.tsx,src/screens/novel/components/JumpToChapterModal.tsx,src/screens/novel/components/NovelDrawer.tsx,src/screens/novel/components/NovelScreenList.tsx,src/screens/novel/components/PageNavigationBottomSheet.tsx,src/screens/novel/NovelScreen.tsx,src/screens/onboarding/ThemeSelectionStep.tsx,src/screens/reader/components/ChapterDrawer/index.tsx,src/screens/settings/SettingsReaderScreen/Modals/VoicePickerModal.tsx",Patches @legendapp/list@3.3.3; fork pins ^2.0.16.
7f48a8ba8299180ffd5b07ba6314960213cd13cd,7f48a8ba82,2026-07-23,Rajarshee Chatterjee,refactor: improve plugins screen ux and code,SKIP,SKIP-OTHER,-,-,-,"src/components/IconButtonV2/IconButtonV2.tsx,src/components/SearchbarV2/SearchbarV2.tsx,src/components/Switch/Switch.tsx,src/components/Switch/SwitchItem.tsx,src/hooks/persisted/index.ts,src/navigators/BottomNavigator.tsx,src/navigators/types/index.ts,src/screens/browse/BrowseScreen.tsx,src/screens/browse/components/AvailableTab.tsx,src/screens/browse/components/DeferredPluginListItem.tsx,src/screens/browse/components/InstalledTab.tsx,src/screens/browse/components/Modals/SourceSettings.tsx,src/screens/browse/components/PluginListItem.tsx,src/screens/browse/components/PluginListItemSkeleton.tsx,src/screens/browse/discover/DiscoverCard.tsx,src/screens/browse/migration/Migration.tsx,src/screens/browse/migration/MigrationNovels.tsx,src/screens/settings/SettingsRepositoryScreen/SettingsRepositoryScreen.tsx,strings/languages/en/strings.json,strings/types/index.ts",No clear user value / overlaps fork-critical files or infra. See subagent report.
ae34d7b4ec6be28f7ad5ae25c663c7d2b3db43ef,ae34d7b4ec,2026-07-23,Rajarshee Chatterjee,feat: add dynamic preview apk metadata,SKIP,SKIP-CI,-,-,-,,CI/preview flavor infra (fork has no preview variant).
44c8e54ed80bb47cc49c2461adca66ced94b2d1c,44c8e54ed8,2026-07-23,Rajarshee Chatterjee,feat: add dynamic material theme colors (closes #1863),PORT,C,HIGH,YELLOW,MANUAL,"App.tsx,package.json,pnpm-lock.yaml,src/hooks/persisted/useTheme.ts,src/screens/onboarding/ThemeSelectionStep.tsx,src/screens/settings/SettingsAppearanceScreen/SettingsAppearanceScreen.tsx,strings/languages/en/strings.json,strings/types/index.ts",Dynamic Material You theme colors (#1863) via @pchmn/expo-material3-theme.
4a4208e33602d65ef9942d05e54a692addd87e2f,4a4208e336,2026-07-23,Ecasept,feat: add time-tracking toggle and inactivity timeout (#1890),PORT,D,MEDIUM,RED,MANUAL-rewrite,"src/hooks/persisted/useSettings.ts,src/screens/reader/components/WebViewReader.tsx,src/screens/reader/hooks/useChapter.ts,src/screens/reader/ReaderScreen.tsx,src/screens/settings/SettingsGeneralScreen/SettingsGeneralScreen.tsx,strings/languages/en/strings.json,strings/types/index.ts",Time-tracking toggle + inactivity timeout (#1890) - after 89c43c1e.
d2385b8dc2a9cd911e7567e55d6b7dc2c43f2372,d2385b8dc2,2026-07-23,CD-Z,update build.yml,SKIP,SKIP-CI,-,-,-,,Fork has separate CI.
9babe1676dd053069d127743a61bc7a8bc11256c,9babe1676d,2026-07-22,Rajarshee Chatterjee,refactor: remove react native background actions manifest customization,SKIP,SKIP-NATIVE,-,-,-,package.json,Native background-task infra (WorkManager/Expo modules); fork uses background-actions + ServiceManager.
8c38f499e4b62de02157aa8dcd1c9207978033bf,8c38f499e4,2026-07-22,Rajarshee Chatterjee,chore: update appstate test setup and `pnpm` configuration,SKIP,SKIP-CI,-,-,-,,Test infra for feature fork lacks.
89c43c1eeffd5a9980b3aaebe647f3d94252f8b8,89c43c1eef,2026-07-22,Ecasept,feat: implement time tracking and statistics (#1886),PORT,D,HIGH,RED,MANUAL-rewrite,"src/database/queries/__tests__/StatsQueries.test.ts,src/database/queries/ChapterQueries.ts,src/database/queries/StatsQueries.ts,src/database/types/index.ts,src/screens/reader/components/WebViewReader.tsx,src/screens/reader/hooks/useChapter.ts,src/screens/StatsScreen/StatsScreen.tsx,strings/languages/en/strings.json,strings/types/index.ts",Time tracking & statistics (#1886) - rewrite raw-SQL table + hook + screen (fork has no timeSpent).
c3c891cea084796b3640233826dacfc7aab6f8d6,c3c891cea0,2026-07-22,Patrick Loser,refactor: migrate to expo managed workflow (#1885),SKIP,SKIP-INFRA,-,-,-,".gitignore,android/app/build.gradle,android/app/proguard-rules.pro,android/app/src/main/AndroidManifest.xml,android/app/src/main/java/com/rajarsheechatterjee/LNReader/MainActivity.kt,android/app/src/main/java/com/rajarsheechatterjee/LNReader/MainApplication.kt,android/app/src/main/java/com/rajarsheechatterjee/NativeFile/NativeFile.kt,android/app/src/main/res/raw/loading.json,android/build.gradle,android/gradle.properties,android/gradle/wrapper/gradle-wrapper.properties,android/settings.gradle,App.tsx,babel.config.js,eslint.config.js,ios/LNReader/Images.xcassets/AppIcon.appiconset/Contents.json,ios/loading.json,package.json,pnpm-lock.yaml,pnpm-workspace.yaml,src/components/BottomTabBar/index.tsx,src/components/EmptyView/EmptyView.tsx,src/components/ErrorScreenV2/ErrorScreenV2.tsx,src/components/IconButtonV2/IconButtonV2.tsx,src/components/NovelCover.tsx,src/components/NovelList.tsx,src/components/SearchbarV2/SearchbarV2.tsx,src/database/queries/CategoryQueries.ts,src/database/queries/ChapterQueries.ts,src/database/queries/NovelQueries.ts,src/hooks/persisted/useNovel.ts,src/plugins/helpers/fetch.ts,src/screens/browse/BrowseScreen.tsx,src/screens/browse/components/PluginListItem.tsx,src/screens/browse/loadingAnimation/MalLoading.tsx,src/screens/browse/loadingAnimation/TrackerLoading.tsx,src/screens/library/hooks/useLibrary.ts,src/screens/novel/components/ExportNovelAsEpubButton.tsx,src/screens/novel/components/Info/NovelInfoHeader.tsx,src/screens/novel/components/NovelScreenList.tsx,src/screens/onboarding/ThemeSelectionStep.tsx,src/screens/reader/components/ReaderFooter.tsx,src/screens/reader/components/WebViewReader.tsx,src/screens/reader/hooks/useChapter.ts,src/screens/settings/SettingsAppearanceScreen/SettingsAppearanceScreen.tsx,src/screens/settings/SettingsBackupScreen/index.tsx,src/screens/settings/SettingsReaderScreen/tabs/AdvancedTab.tsx,src/services/backup/local/index.ts,src/services/backup/utils.ts,src/theme/utils/setBarColor.ts,strings/languages/en/strings.json,strings/types/index.ts,tsconfig.json",Fork has separate CI. Managed-workflow migration (40 files) - relabeled SKIP-INFRA per review 2026-08-04.
e4cf64a112dbfd9f9dd853abec99afbdc09f1460,e4cf64a112,2026-07-22,Rajarshee Chatterjee,refactor: migrate background tasks to native android scheduling (#1889),SKIP,SKIP-NATIVE,-,-,-,"android/app/build.gradle,android/app/src/main/AndroidManifest.xml,android/app/src/main/java/com/rajarsheechatterjee/LNReader/MainApplication.kt,android/app/src/main/java/com/rajarsheechatterjee/NativeFile/NativeFile.kt,App.tsx,package.json,pnpm-lock.yaml,src/database/db.ts,src/database/queries/ChapterQueries.ts,src/database/queries/NovelQueries.ts,src/hooks/index.ts,src/hooks/persisted/useNovel.ts,src/screens/browse/migration/MigrationNovelList.tsx,src/screens/library/hooks/useLibrary.ts,src/screens/library/LibraryScreen.tsx,src/screens/more/MoreScreen.tsx,src/screens/more/TaskQueueScreen.tsx,src/screens/novel/components/ExportNovelAsEpubButton.tsx,src/screens/novel/components/NovelScreenList.tsx,src/screens/reader/hooks/useChapter.ts,src/screens/settings/SettingsBackupScreen/Components/GoogleDriveModal.tsx,src/screens/settings/SettingsBackupScreen/Components/SelfHostModal.tsx,src/screens/settings/SettingsBackupScreen/index.tsx,src/screens/settings/SettingsReaderScreen/tabs/AdvancedTab.tsx,src/screens/updates/UpdatesScreen.tsx,src/services/backup/local/index.ts,src/services/backup/utils.ts,src/services/migrate/migrateNovel.ts,src/services/ServiceManager.ts",Native background-task infra (WorkManager/Expo modules); fork uses background-actions + ServiceManager.
3e1e211098779264ba123121cc66bb48385fcf77,3e1e211098,2026-07-19,Luigi,feat: add address bar in webview (#1870),PORT,B-stretch,MEDIUM,YELLOW,MANUAL,"src/screens/WebviewScreen/components/Appbar.tsx,src/screens/WebviewScreen/WebviewScreen.tsx",WebView address bar (~11 lines WebviewScreen).
02b6b9848fb3349373de09a4343b6d273605b842,02b6b9848f,2026-07-19,Ecasept,fix: prevent webview reset when reader settings change (#1884),SKIP,ALREADY-HAVE,-,-,-,src/screens/reader/components/WebViewReader.tsx,Fork already syncs settings via injectJavaScript (no WebView reload).
71da09ed444707586eee6fc63f7f2ee182bb2cda,71da09ed44,2026-07-19,Shisii,feat(reader): add current chapter search (#1877),PORT,D,HIGH,RED,MANUAL-rewrite,"android/app/src/main/assets/css/index.css,android/app/src/main/assets/js/core.js,src/screens/reader/components/ReaderAppbar.tsx,src/screens/reader/components/WebViewReader.tsx,src/screens/reader/hooks/useChapter.ts,src/screens/reader/ReaderScreen.tsx,strings/languages/en/strings.json,strings/types/index.ts",In-chapter search (#1877) - re-adapt 442-line search.js against fork core.js.
4404494ec9a57c3d2a8b1afb4734c9fc569773a2,4404494ec9,2026-07-19,Rajarshee Chatterjee,fix(database): repair migration history for scanlator column,SKIP,SKIP-DRIZZLE,-,-,-,src/database/db.ts,Drizzle migration SQL; fork MigrationRunner already covers.
98a2a1d725d51d333ea3969b74434b2917a92161,98a2a1d725,2026-07-15,Luigi,feat: implement scanlator filtering (#1864),PORT,D-optional,MEDIUM,RED,MANUAL-rewrite,"App.tsx,src/components/Checkbox/Checkbox.tsx,src/components/NovelCover.tsx,src/components/Switch/Switch.tsx,src/components/Switch/SwitchItem.tsx,src/database/queries/ChapterQueries.ts,src/database/types/index.ts,src/plugins/types/index.ts,src/screens/history/components/HistoryCard/HistoryCard.tsx,src/screens/more/MoreScreen.tsx,src/screens/novel/components/ChapterItem.tsx,src/screens/novel/components/NovelAppbar.tsx,src/screens/novel/components/NovelBottomSheet.tsx,src/screens/novel/components/Tracker/TrackSearchDialog.tsx,src/screens/reader/components/ReaderBottomSheet/ReaderBottomSheet.tsx,src/screens/reader/components/ReaderBottomSheet/TTSTab.tsx,src/screens/reader/components/WebViewReader.tsx,src/screens/reader/hooks/useChapter.ts,src/screens/reader/ReaderScreen.tsx,src/screens/settings/SettingsReaderScreen/SettingsReaderScreen.tsx,src/screens/settings/SettingsReaderScreen/tabs/AdvancedTab.tsx,strings/languages/en/strings.json,strings/types/index.ts",Scanlator filtering - needs schema migration + plugin pipeline change; aggregator sources only.
788f6cede7a5676a3d30cf0fd8e565cddd3c486c,788f6cede7,2026-07-13,Palloxin,fix: prevent table overflow and clean up css (#1876) (#1876),PORT,A1,MEDIUM,GREEN,DIRECT,android/app/src/main/assets/css/index.css,Reader table-overflow CSS fix (index.css).
7abee71ac33ab4b16c0c2a629640b1a7c2f5eb3b,7abee71ac3,2026-07-13,Rajarshee Chatterjee,test: generate debug environment variables in testing workflow,SKIP,SKIP-CI,-,-,-,,Fork has separate CI.
52d5c99c46b14148bd262c878701abf91c8b593b,52d5c99c46,2026-07-02,Rajarshee Chatterjee,fix: order epub chapters across paginated pages (closes #1762),PORT,A2,MEDIUM,YELLOW,MANUAL,src/database/queries/ChapterQueries.ts,"EPUB chapters page ordering (getNovelDownloadedChapters ORDER BY page ASC, position ASC); fork has page column."
93bc5e5e4bac14fea10913cb215a7d9c297d6c31,93bc5e5e4b,2026-07-02,Rajarshee Chatterjee,fix: handle missing mal list entries and null progress (closes #1875),PORT,A1,MEDIUM,YELLOW,MANUAL,,MAL null progress fix. myAnimeList.ts diverged in fork (@env client id, WebBrowser, pkceChallenger) - only SetTrackChaptersDialog hunk ports cleanly; MANUAL (review 2026-08-04).
5d996f13883219090ad39ddbe7b52e88e36107c7,5d996f1388,2026-07-01,Jeon JaeHyeong,feat(downloads): make chapter download cooldown configurable (#1834),PORT,B,MEDIUM,YELLOW,MANUAL,"src/hooks/persisted/useSettings.ts,src/screens/settings/SettingsGeneralScreen/SettingsGeneralScreen.tsx,strings/languages/en/strings.json",Configurable chapter download cooldown (replaces hardcoded sleep(1000) in downloadChapter.ts).
bbb2645a6f6c47f7cda8d83ef096c329e03ffa6a,bbb2645a6f,2026-07-01,Palloxin,chore: clean reader preview content (#1867),SKIP,SKIP-CI,-,-,-,,CI/preview flavor infra (fork has no preview variant).
54fedc2f531ecdda29dea74f3cc279a7a4525261,54fedc2f53,2026-07-01,Vikas Movva,fix(tts): remove leading and trailing quotes from normalized text (#1869),PORT,A1,HIGH,YELLOW,MANUAL-trivial,android/app/src/main/assets/js/core.js,"TTS normalizeText quote-strip (1 line, core.js:2203). Improves fork TTS output."
e8c5550256dfe06c5ae12c106801e8688173a830,e8c5550256,2026-07-01,Palloxin,perf: optimize regex for removing extra paragraph spacing (#1872),SKIP,SKIP-OTHER,-,-,-,android/app/src/main/assets/js/core.js,No clear user value / overlaps fork-critical files or infra. See subagent report.
57b9d41b5c3eacc9cbf5e38082c4efb2a1a11f5e,57b9d41b5c,2026-07-01,Ali Hamza Malik,fix(service): correct notification throttle logic in servicemanager.setmeta (#1873),PORT,A1,MEDIUM,GREEN,DIRECT,src/services/ServiceManager.ts,"ServiceManager.setMeta throttle (fork has inverted condition + negative delay, :152-153)."
